"TCG region",Expansion,"Card number","Card number sorting order","Card name",Rarity,"Card variant","Card language","Card condition",Note,Quantity
International,"Silver Tempest",018/195,18,Ninetales,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Silver Tempest",019/195,19,Growlithe,Common,Normal,English,Unspecified,,2
International,"Silver Tempest",020/195,20,Arcanine,Rare,Normal,English,Unspecified,,2
International,"Silver Tempest",021/195,21,Ponyta,Common,Normal,English,Unspecified,,1
International,"Silver Tempest",025/195,25,Fennekin,Common,Normal,English,Unspecified,,2
International,"Silver Tempest",026/195,26,Braixen,Uncommon,Normal,English,Unspecified,,2
International,"Silver Tempest",028/195,28,Fletchinder,Uncommon,Normal,English,Unspecified,,2
International,"Silver Tempest",030/195,30,Litten,Common,Normal,English,Unspecified,,1
International,"Silver Tempest",031/195,31,Torracat,Uncommon,Normal,English,Unspecified,,2
International,"Silver Tempest",035/195,35,"Omastar V","Holo Rare V","Normal Holo",English,Unspecified,,1
International,"Silver Tempest",038/195,38,Wailord,Uncommon,Normal,English,Unspecified,,1
International,"Silver Tempest",038/195,38,Wailord,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Silver Tempest",039/195,39,Feebas,Common,Normal,English,Unspecified,,3
International,"Silver Tempest",040/195,40,Milotic,Rare,Normal,English,Unspecified,,1
International,"Silver Tempest",041/195,41,Snorunt,Common,Normal,English,Unspecified,,1
International,"Silver Tempest",042/195,42,Glalie,Uncommon,Normal,English,Unspecified,,1
International,"Silver Tempest",044/195,44,Relicanth,Common,Normal,English,Unspecified,,1
International,"Silver Tempest",044/195,44,Relicanth,Common,"Reverse Holo",English,Unspecified,,1
International,"Silver Tempest",046/195,46,Keldeo,Rare,Normal,English,Unspecified,,1
International,"Silver Tempest",047/195,47,Dewpider,Common,Normal,English,Unspecified,,1
International,"Silver Tempest",049/195,49,Pikachu,Common,Normal,English,Unspecified,,2
International,"Silver Tempest",050/195,50,Raichu,Uncommon,Normal,English,Unspecified,,1
International,"Silver Tempest",051/195,51,Chinchou,Common,Normal,English,Unspecified,,1
International,"Silver Tempest",053/195,53,Rotom,Common,Normal,English,Unspecified,,4
International,"Silver Tempest",054/195,54,Emolga,Common,Normal,English,Unspecified,,1
International,"Silver Tempest",060/195,60,Drowzee,Common,Normal,English,Unspecified,,1
International,"Silver Tempest",061/195,61,Hypno,Uncommon,Normal,English,Unspecified,,2
International,"Silver Tempest",062/195,62,Jynx,Uncommon,Normal,English,Unspecified,,3
International,"Silver Tempest",063/195,63,Misdreavus,Common,Normal,English,Unspecified,,3
International,"Silver Tempest",067/195,67,Ralts,Common,Normal,English,Unspecified,,1
International,"Silver Tempest",072/195,72,Meditite,Common,Normal,English,Unspecified,,1
International,"Silver Tempest",073/195,73,Medicham,"Rare Holo","Normal Holo",English,Unspecified,,1
International,"Silver Tempest",074/195,74,Chimecho,Common,Normal,English,Unspecified,,1
International,"Silver Tempest",075/195,75,Sigilyph,Uncommon,Normal,English,Unspecified,,1
International,"Silver Tempest",076/195,76,Solosis,Common,Normal,English,Unspecified,,2
International,"Silver Tempest",077/195,77,Duosion,Uncommon,Normal,English,Unspecified,,2
International,"Silver Tempest",077/195,77,Duosion,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Silver Tempest",079/195,79,Elgyem,Common,Normal,English,Unspecified,,2
International,"Silver Tempest",080/195,80,Beheeyem,Uncommon,Normal,English,Unspecified,,2
International,"Silver Tempest",081/195,81,Espurr,Common,Normal,English,Unspecified,,1
International,"Silver Tempest",082/195,82,Meowstic,Uncommon,Normal,English,Unspecified,,1
International,"Silver Tempest",083/195,83,Swirlix,Common,Normal,English,Unspecified,,5
International,"Silver Tempest",084/195,84,Slurpuff,Uncommon,Normal,English,Unspecified,,1
International,"Silver Tempest",085/195,85,Dedenne,Uncommon,Normal,English,Unspecified,,1
International,"Silver Tempest",086/195,86,Indeedee,Common,Normal,English,Unspecified,,2
International,"Silver Tempest",087/195,87,Dreepy,Common,Normal,English,Unspecified,,3
International,"Silver Tempest",088/195,88,Drakloak,Uncommon,Normal,English,Unspecified,,2
International,"Silver Tempest",091/195,91,Phanpy,Common,Normal,English,Unspecified,,1
International,"Silver Tempest",093/195,93,Baltoy,Common,Normal,English,Unspecified,,2
International,"Silver Tempest",094/195,94,Claydol,Uncommon,Normal,English,Unspecified,,3
International,"Silver Tempest",098/195,98,Hawlucha,Common,Normal,English,Unspecified,,3
International,"Silver Tempest",099/195,99,Sandygast,Common,Normal,English,Unspecified,,2
International,"Silver Tempest",099/195,99,Sandygast,Common,"Reverse Holo",English,Unspecified,,1
International,"Silver Tempest",102/195,102,"Ursaluna V","Holo Rare V","Normal Holo",English,Unspecified,,1
International,"Silver Tempest",103/195,103,Zubat,Common,Normal,English,Unspecified,,2
International,"Silver Tempest",103/195,103,Zubat,Common,"Trick or Trade 2023",English,Unspecified,,1
International,"Silver Tempest",104/195,104,Golbat,Uncommon,Normal,English,Unspecified,,1
International,"Silver Tempest",106/195,106,Murkrow,Common,Normal,English,Unspecified,,1
International,"Silver Tempest",106/195,106,Murkrow,Common,"Reverse Holo",English,Unspecified,,2
International,"Silver Tempest",107/195,107,Honchkrow,Uncommon,Normal,English,Unspecified,,1
International,"Silver Tempest",109/195,109,Croagunk,Common,Normal,English,Unspecified,,1
International,"Silver Tempest",111/195,111,Sandile,Common,Normal,English,Unspecified,,2
International,"Silver Tempest",112/195,112,Krokorok,Uncommon,Normal,English,Unspecified,,1
International,"Silver Tempest",114/195,114,Mareanie,Common,Normal,English,Unspecified,,2
International,"Silver Tempest",116/195,116,Morpeko,Uncommon,Normal,English,Unspecified,,1
International,"Silver Tempest",117/195,117,Beldum,Common,Normal,English,Unspecified,,4
International,"Silver Tempest",118/195,118,Metang,Uncommon,Normal,English,Unspecified,,1
International,"Silver Tempest",121/195,121,Ferroseed,Common,Normal,English,Unspecified,,1
International,"Silver Tempest",123/195,123,Klink,Common,Normal,English,Unspecified,,1
International,"Silver Tempest",124/195,124,Klang,Uncommon,Normal,English,Unspecified,,1
International,"Silver Tempest",125/195,125,Klinklang,Rare,Normal,English,Unspecified,,2
International,"Silver Tempest",126/195,126,Cobalion,Rare,Normal,English,Unspecified,,1
International,"Silver Tempest",127/195,127,Togedemaru,Common,Normal,English,Unspecified,,2
International,"Silver Tempest",129/195,129,Dratini,Common,Normal,English,Unspecified,,1
International,"Silver Tempest",133/195,133,Noivern,Rare,Normal,English,Unspecified,,1
International,"Silver Tempest",134/195,134,Zygarde,Rare,Normal,English,Unspecified,,2
International,"Silver Tempest",137/195,137,Smeargle,Common,Normal,English,Unspecified,,1
International,"Silver Tempest",141/195,141,Spinda,Common,Normal,English,Unspecified,,1
International,"Silver Tempest",141/195,141,Spinda,Common,"Reverse Holo",English,Unspecified,,1
International,"Silver Tempest",142/195,142,Swablu,Common,Normal,English,Unspecified,,3
International,"Silver Tempest",143/195,143,Altaria,Uncommon,Normal,English,Unspecified,,2
International,"Silver Tempest",144/195,144,Buneary,Common,Normal,English,Unspecified,,1
International,"Silver Tempest",146/195,146,Archen,Uncommon,Normal,English,Unspecified,,1
International,"Silver Tempest",148/195,148,Rufflet,Common,Normal,English,Unspecified,,1
International,"Silver Tempest",148/195,148,Rufflet,Common,"Reverse Holo",English,Unspecified,,1
International,"Silver Tempest",149/195,149,"Hisuian Braviary",Rare,Normal,English,Unspecified,,1
International,"Silver Tempest",150/195,150,Fletchling,Common,Normal,English,Unspecified,,2
International,"Silver Tempest",151/195,151,Brandon,Uncommon,Normal,English,Unspecified,,2
International,"Silver Tempest",152/195,152,Candice,Uncommon,Normal,English,Unspecified,,1
International,"Silver Tempest",153/195,153,"Capturing Aroma",Uncommon,Normal,English,Unspecified,,3
International,"Silver Tempest",155/195,155,"Emergency Jelly",Uncommon,Normal,English,Unspecified,,2
International,"Silver Tempest",157/195,157,"Furisode Girl",Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Silver Tempest",158/195,158,"Gym Trainer",Uncommon,Normal,English,Unspecified,,1
International,"Silver Tempest",158/195,158,"Gym Trainer",Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Silver Tempest",159/195,159,Lance,Uncommon,Normal,English,Unspecified,,2
International,"Silver Tempest",162/195,162,"Professor Laventon",Uncommon,Normal,English,Unspecified,,1
International,"Silver Tempest",165/195,165,"Unidentified Fossil",Uncommon,Normal,English,Unspecified,,1
International,"Silver Tempest",167/195,167,Worker,Uncommon,"Reverse Holo",English,Unspecified,,2
International,"Silver Tempest",168/195,168,"Regenerative Energy",Uncommon,Normal,English,Unspecified,,1
International,"Silver Tempest",169/195,169,"V Guard Energy",Uncommon,Normal,English,Unspecified,,3
International,"Silver Tempest",169/195,169,"V Guard Energy",Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Silver Tempest",189/195,189,Candice,"Rare Ultra","Normal Holo",English,Unspecified,,1
International,"Silver Tempest",TG03/TG30,218,Flaaffy,"Rare Holo","Normal Holo",English,Unspecified,,1
International,"Lost Origin",001/196,1,Oddish,Common,Normal,English,Unspecified,,1
International,"Lost Origin",004/196,4,Paras,Common,Normal,English,Unspecified,,2
International,"Lost Origin",007/196,7,Silcoon,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Lost Origin",012/196,12,Nuzleaf,Uncommon,Normal,English,Unspecified,,1
International,"Lost Origin",014/196,14,Roselia,Common,Normal,English,Unspecified,,1
International,"Lost Origin",015/196,15,Roserade,Uncommon,Normal,English,Unspecified,,1
International,"Lost Origin",016/196,16,Phantump,Common,"Reverse Holo",English,Unspecified,,1
International,"Lost Origin",016/196,16,Phantump,Common,"Trick or Trade 2023",English,Unspecified,,1
International,"Lost Origin",017/196,17,Trevenant,"Rare Holo","Trick or Trade 2023",English,Unspecified,,1
International,"Lost Origin",018/196,18,Blipbug,Common,Normal,English,Unspecified,,2
International,"Lost Origin",019/196,19,Dottler,Uncommon,Normal,English,Unspecified,,2
International,"Lost Origin",021/196,21,Slugma,Common,Normal,English,Unspecified,,1
International,"Lost Origin",021/196,21,Slugma,Common,"Reverse Holo",English,Unspecified,,1
International,"Lost Origin",024/196,24,Litwick,Common,Normal,English,Unspecified,,1
International,"Lost Origin",024/196,24,Litwick,Common,"Trick or Trade 2023",English,Unspecified,,1
International,"Lost Origin",025/196,25,Lampent,Uncommon,"Trick or Trade 2023",English,Unspecified,,3
International,"Lost Origin",026/196,26,Chandelure,"Rare Holo","Trick or Trade 2023",English,Unspecified,,2
International,"Lost Origin",028/196,28,Litleo,Common,Normal,English,Unspecified,,1
International,"Lost Origin",030/196,30,Poliwag,Common,Normal,English,Unspecified,,1
International,"Lost Origin",035/196,35,Horsea,Common,Normal,English,Unspecified,,2
International,"Lost Origin",035/196,35,Horsea,Common,"Reverse Holo",English,Unspecified,,1
International,"Lost Origin",038/196,38,Luvdisc,Common,Normal,English,Unspecified,,1
International,"Lost Origin",039/196,39,Shellos,Common,Normal,English,Unspecified,,1
International,"Lost Origin",040/196,40,Finneon,Common,Normal,English,Unspecified,,1
International,"Lost Origin",042/196,42,Snover,Common,Normal,English,Unspecified,,1
International,"Lost Origin",043/196,43,Abomasnow,Uncommon,Normal,English,Unspecified,,1
International,"Lost Origin",046/196,46,Ducklett,Common,Normal,English,Unspecified,,1
International,"Lost Origin",047/196,47,Swanna,Uncommon,Normal,English,Unspecified,,1
International,"Lost Origin",053/196,53,Raichu,Rare,"Reverse Holo",English,Unspecified,,1
International,"Lost Origin",054/196,54,Electrike,Common,"Reverse Holo",English,Unspecified,,1
International,"Lost Origin",059/196,59,Tynamo,Common,Normal,English,Unspecified,,1
International,"Lost Origin",062/196,62,Clefairy,Common,"Reverse Holo",English,Unspecified,,1
International,"Lost Origin",063/196,63,Clefable,Rare,Normal,English,Unspecified,,1
International,"Lost Origin",063/196,63,Clefable,Rare,"Reverse Holo",English,Unspecified,,1
International,"Lost Origin",064/196,64,Gastly,Common,Normal,English,Unspecified,,2
International,"Lost Origin",064/196,64,Gastly,Common,"Trick or Trade 2023",English,Unspecified,,2
International,"Lost Origin",065/196,65,Haunter,Uncommon,"Trick or Trade 2023",English,Unspecified,,1
International,"Lost Origin",066/196,66,Gengar,"Rare Holo","Normal Holo",English,Unspecified,,1
International,"Lost Origin",066/196,66,Gengar,"Rare Holo","Trick or Trade 2023",English,Unspecified,,1
International,"Lost Origin",071/196,71,Mawile,Common,Normal,English,Unspecified,,2
International,"Lost Origin",073/196,73,Banette,Rare,Normal,English,Unspecified,,1
International,"Lost Origin",073/196,73,Banette,Rare,"Trick or Trade 2023",English,Unspecified,,1
International,"Lost Origin",075/196,75,"Hisuian Zorua",Common,Normal,English,Unspecified,,1
International,"Lost Origin",077/196,77,Inkay,Common,Normal,English,Unspecified,,1
International,"Lost Origin",079/196,79,Comfey,Rare,Normal,English,Unspecified,,1
International,"Lost Origin",081/196,81,Spectrier,"Rare Holo","Normal Holo",English,Unspecified,,1
International,"Lost Origin",081/196,81,Spectrier,"Rare Holo","Trick or Trade 2023",English,Unspecified,,2
International,"Lost Origin",083/196,83,"Hisuian Growlithe",Common,Normal,English,Unspecified,,3
International,"Lost Origin",084/196,84,"Hisuian Arcanine","Rare Holo","Normal Holo",English,Unspecified,,3
International,"Lost Origin",086/196,86,Machop,Common,Normal,English,Unspecified,,1
International,"Lost Origin",089/196,89,Rhyhorn,Common,Normal,English,Unspecified,,1
International,"Lost Origin",095/196,95,Gligar,Common,Normal,English,Unspecified,,1
International,"Lost Origin",096/196,96,Gliscor,Rare,Normal,English,Unspecified,,1
International,"Lost Origin",098/196,98,Hariyama,Uncommon,Normal,English,Unspecified,,1
International,"Lost Origin",099/196,99,Meditite,Common,Normal,English,Unspecified,,1
International,"Lost Origin",100/196,100,Medicham,Uncommon,Normal,English,Unspecified,,1
International,"Lost Origin",102/196,102,Gastrodon,Uncommon,Normal,English,Unspecified,,1
International,"Lost Origin",103/196,103,Mienfoo,Common,Normal,English,Unspecified,,1
International,"Lost Origin",104/196,104,Mienshao,Uncommon,Normal,English,Unspecified,,1
International,"Lost Origin",110/196,110,Falinks,Common,Normal,English,Unspecified,,1
International,"Lost Origin",112/196,112,Spinarak,Common,Normal,English,Unspecified,,1
International,"Lost Origin",115/196,115,Honchkrow,Rare,Normal,English,Unspecified,,1
International,"Lost Origin",116/196,116,Seviper,Uncommon,Normal,English,Unspecified,,1
International,"Lost Origin",121/196,121,Inkay,Common,Normal,English,Unspecified,,1
International,"Lost Origin",132/196,132,Goomy,Common,Normal,English,Unspecified,,2
International,"Lost Origin",134/196,134,"Hisuian Goodra","Rare Holo","Reverse Holo",English,Unspecified,,1
International,"Lost Origin",141/196,141,Porygon2,Uncommon,Normal,English,Unspecified,,1
International,"Lost Origin",144/196,144,Aipom,Common,Normal,English,Unspecified,,1
International,"Lost Origin",148/196,148,Bouffalant,Rare,Normal,English,Unspecified,,1
International,"Lost Origin",155/196,155,"Colress's Experiment",Uncommon,Normal,English,Unspecified,,1
International,"Lost Origin",156/196,156,"Damage Pump",Uncommon,Normal,English,Unspecified,,1
International,"Lost Origin",158/196,158,Iscan,Uncommon,Normal,English,Unspecified,,1
International,"Lost Origin",160/196,160,"Lake Acuity",Uncommon,Normal,English,Unspecified,,1
International,"Lost Origin",164/196,164,"Miss Fortune Sisters",Uncommon,Normal,English,Unspecified,,1
International,"Lost Origin",170/196,170,"Windup Arm",Uncommon,Normal,English,Unspecified,,1
International,"Lost Origin",171/196,171,"Gift Energy",Uncommon,Normal,English,Unspecified,,1
International,"Lost Origin",214/196,214,"Box of Disaster","Rare Secret","Normal Holo",English,Unspecified,,1
International,"Lost Origin",TG06/TG30,223,Gengar,"Rare Holo","Normal Holo",English,Unspecified,,1
International,"Pokémon GO",001/078,1,Bulbasaur,Common,Normal,English,Unspecified,,3
International,"Pokémon GO",002/078,2,Ivysaur,Uncommon,Normal,English,Unspecified,,1
International,"Pokémon GO",003/078,3,Venusaur,"Rare Holo","Normal Holo",English,Unspecified,,1
International,"Pokémon GO",003/078,3,Venusaur,"Rare Holo","Reverse Holo",English,Unspecified,,1
International,"Pokémon GO",006/078,6,Spinarak,Common,Normal,English,Unspecified,,2
International,"Pokémon GO",007/078,7,Ariados,Uncommon,Normal,English,Unspecified,,1
International,"Pokémon GO",009/078,9,Charmeleon,Uncommon,Normal,English,Unspecified,,4
International,"Pokémon GO",010/078,10,Charizard,"Rare Holo","Reverse Holo",English,Unspecified,,1
International,"Pokémon GO",012/078,12,Moltres,"Rare Holo","Normal Holo",English,Unspecified,,1
International,"Pokémon GO",012/078,12,Moltres,"Rare Holo","Reverse Holo",English,Unspecified,,1
International,"Pokémon GO",013/078,13,Numel,Common,Normal,English,Unspecified,,2
International,"Pokémon GO",014/078,14,Camerupt,Uncommon,Normal,English,Unspecified,,4
International,"Pokémon GO",015/078,15,Squirtle,Common,Normal,English,Unspecified,,4
International,"Pokémon GO",019/078,19,Slowpoke,Common,Normal,English,Unspecified,,1
International,"Pokémon GO",021/078,21,Magikarp,Common,Normal,English,Unspecified,,4
International,"Pokémon GO",025/078,25,Wimpod,Common,Normal,English,Unspecified,,1
International,"Pokémon GO",027/078,27,Pikachu,Common,Normal,English,Unspecified,,3
International,"Pokémon GO",032/078,32,Natu,Common,Normal,English,Unspecified,,1
International,"Pokémon GO",032/078,32,Natu,Common,"Reverse Holo",English,Unspecified,,1
International,"Pokémon GO",036/078,36,Onix,Common,Normal,English,Unspecified,,4
International,"Pokémon GO",037/078,37,Larvitar,Common,Normal,English,Unspecified,,1
International,"Pokémon GO",037/078,37,Larvitar,Common,"Reverse Holo",English,Unspecified,,1
International,"Pokémon GO",038/078,38,Pupitar,Uncommon,Normal,English,Unspecified,,2
International,"Pokémon GO",039/078,39,Solrock,Uncommon,Normal,English,Unspecified,,2
International,"Pokémon GO",040/078,40,"Conkeldurr V","Holo Rare V","Normal Holo",English,Unspecified,,1
International,"Pokémon GO",041/078,41,"Alolan Rattata",Common,Normal,English,Unspecified,,2
International,"Pokémon GO",042/078,42,"Alolan Raticate",Common,Normal,English,Unspecified,,1
International,"Pokémon GO",044/078,44,Steelix,Uncommon,Normal,English,Unspecified,,1
International,"Pokémon GO",045/078,45,Meltan,Common,Normal,English,Unspecified,,3
International,"Pokémon GO",046/078,46,Melmetal,"Rare Holo","Normal Holo",English,Unspecified,,1
International,"Pokémon GO",050/078,50,"Dragonite VSTAR","Holo Rare VSTAR","Normal Holo",English,Unspecified,,1
International,"Pokémon GO",051/078,51,Chansey,Uncommon,Normal,English,Unspecified,,1
International,"Pokémon GO",051/078,51,Chansey,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Pokémon GO",054/078,54,Eevee,Common,Normal,English,Unspecified,,1
International,"Pokémon GO",056/078,56,Aipom,Common,Normal,English,Unspecified,,1
International,"Pokémon GO",056/078,56,Aipom,Common,"Reverse Holo",English,Unspecified,,1
International,"Pokémon GO",057/078,57,Ambipom,Common,Normal,English,Unspecified,,1
International,"Pokémon GO",058/078,58,"Slaking V","Holo Rare V","Normal Holo",English,Unspecified,,3
International,"Pokémon GO",059/078,59,Bidoof,Common,Normal,English,Unspecified,,4
International,"Pokémon GO",059/078,59,Bidoof,Common,"Reverse Holo",English,Unspecified,,1
International,"Pokémon GO",060/078,60,Bibarel,Common,Normal,English,Unspecified,,4
International,"Pokémon GO",060/078,60,Bibarel,Common,"Reverse Holo",English,Unspecified,,1
International,"Pokémon GO",061/078,61,Pidove,Common,Normal,English,Unspecified,,2
International,"Pokémon GO",062/078,62,Tranquill,Common,Normal,English,Unspecified,,2
International,"Pokémon GO",063/078,63,Unfezant,Uncommon,Normal,English,Unspecified,,3
International,"Pokémon GO",064/078,64,Blanche,Uncommon,Normal,English,Unspecified,,2
International,"Pokémon GO",065/078,65,Candela,Uncommon,Normal,English,Unspecified,,1
International,"Pokémon GO",065/078,65,Candela,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Pokémon GO",066/078,66,"Egg Incubator",Uncommon,Normal,English,Unspecified,,3
International,"Pokémon GO",067/078,67,"Lure Module",Uncommon,Normal,English,Unspecified,,3
International,"Pokémon GO",068/078,68,PokéStop,Uncommon,Normal,English,Unspecified,,2
International,"Pokémon GO",069/078,69,"Rare Candy",Uncommon,Normal,English,Unspecified,,3
International,"Pokémon GO",069/078,69,"Rare Candy",Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Pokémon GO",072/078,72,"Mewtwo V","Rare Ultra","Normal Holo",English,Unspecified,,1
International,"Pokémon GO",077/078,77,"Slaking V","Rare Ultra","Normal Holo",English,Unspecified,,1
International,"Pokémon GO",087/078,87,"Egg Incubator","Rare Secret","Normal Holo",English,Unspecified,,1
International,"Astral Radiance",002/189,2,"Hisuian Voltorb",Common,Normal,English,Unspecified,,2
International,"Astral Radiance",005/189,5,Scyther,Common,Normal,English,Unspecified,,1
International,"Astral Radiance",006/189,6,Yanma,Common,Normal,English,Unspecified,,2
International,"Astral Radiance",015/189,15,Petilil,Common,Normal,English,Unspecified,,1
International,"Astral Radiance",019/189,19,Rowlet,Common,Normal,English,Unspecified,,1
International,"Astral Radiance",023/189,23,Cyndaquil,Common,Normal,English,Unspecified,,1
International,"Astral Radiance",028/189,28,Psyduck,Common,Normal,English,Unspecified,,2
International,"Astral Radiance",031/189,31,Swinub,Common,Normal,English,Unspecified,,1
International,"Astral Radiance",032/189,32,Piloswine,Uncommon,Normal,English,Unspecified,,1
International,"Astral Radiance",034/189,34,Mantine,Common,Normal,English,Unspecified,,1
International,"Astral Radiance",035/189,35,Barboach,Common,Normal,English,Unspecified,,1
International,"Astral Radiance",039/189,39,"Origin Forme Palkia V","Holo Rare V","Normal Holo",English,Unspecified,,3
International,"Astral Radiance",040/189,40,"Origin Forme Palkia VSTAR","Holo Rare VSTAR","Glitter Holo",English,Unspecified,,2
International,"Astral Radiance",041/189,41,Oshawott,Common,Normal,English,Unspecified,,1
International,"Astral Radiance",043/189,43,"Hisuian Basculin",Common,Normal,English,Unspecified,,2
International,"Astral Radiance",046/189,46,"Radiant Greninja","Radiant Rare","Normal Holo",English,Unspecified,,1
International,"Astral Radiance",047/189,47,Bergmite,Common,Normal,English,Unspecified,,1
International,"Astral Radiance",053/189,53,"Hisuian Typhlosion V","Holo Rare V","Normal Holo",English,Unspecified,,1
International,"Astral Radiance",057/189,57,Togekiss,"Rare Holo","Normal Holo",English,Unspecified,,1
International,"Astral Radiance",058/189,58,Misdreavus,Common,Normal,English,Unspecified,,1
International,"Astral Radiance",058/189,58,Misdreavus,Common,"Trick or Trade 2022",English,Unspecified,,1
International,"Astral Radiance",059/189,59,Mismagius,Rare,"Trick or Trade 2022",English,Unspecified,,3
International,"Astral Radiance",060/189,60,Ralts,Common,"Reverse Holo",English,Unspecified,,1
International,"Astral Radiance",061/189,61,Kirlia,Uncommon,Normal,English,Unspecified,,1
International,"Astral Radiance",063/189,63,Drifloon,Common,Normal,English,Unspecified,,1
International,"Astral Radiance",066/189,66,Mesprit,"Rare Holo","Normal Holo",English,Unspecified,,1
International,"Astral Radiance",070/189,70,"Hisuian Growlithe",Common,Normal,English,Unspecified,,2
International,"Astral Radiance",074/189,74,Sudowoodo,Common,Normal,English,Unspecified,,1
International,"Astral Radiance",076/189,76,Cranidos,Uncommon,Normal,English,Unspecified,,2
International,"Astral Radiance",079/189,79,Hippopotas,Common,Normal,English,Unspecified,,1
International,"Astral Radiance",080/189,80,Hippowdon,Uncommon,Normal,English,Unspecified,,1
International,"Astral Radiance",081/189,81,"Radiant Hawlucha","Radiant Rare","Normal Holo",English,Unspecified,,1
International,"Astral Radiance",085/189,85,Kleavor,Rare,Normal,English,Unspecified,,1
International,"Astral Radiance",089/189,89,"Hisuian Qwilfish",Common,Normal,English,Unspecified,,1
International,"Astral Radiance",089/189,89,"Hisuian Qwilfish",Common,"Reverse Holo",English,Unspecified,,1
International,"Astral Radiance",092/189,92,"Hisuian Sneasel",Common,Normal,English,Unspecified,,2
International,"Astral Radiance",100/189,100,"Hisuian Samurott","Rare Holo","Reverse Holo",English,Unspecified,,1
International,"Astral Radiance",103/189,103,Nickit,Common,"Trick or Trade 2022",English,Unspecified,,1
International,"Astral Radiance",105/189,105,Magnemite,Common,Normal,English,Unspecified,,1
International,"Astral Radiance",105/189,105,Magnemite,Common,"Reverse Holo",English,Unspecified,,1
International,"Astral Radiance",106/189,106,Magneton,Uncommon,Normal,English,Unspecified,,2
International,"Astral Radiance",107/189,107,Magnezone,"Rare Holo","Normal Holo",English,Unspecified,,1
International,"Astral Radiance",109/189,109,Shieldon,Uncommon,Normal,English,Unspecified,,1
International,"Astral Radiance",115/189,115,Pawniard,Common,Normal,English,Unspecified,,2
International,"Astral Radiance",120/189,120,Hoothoot,Common,Normal,English,Unspecified,,2
International,"Astral Radiance",123/189,123,Ursaring,Uncommon,Normal,English,Unspecified,,1
International,"Astral Radiance",124/189,124,Ursaluna,Rare,"Reverse Holo",English,Unspecified,,1
International,"Astral Radiance",125/189,125,Stantler,Common,Normal,English,Unspecified,,1
International,"Astral Radiance",129/189,129,Chatot,Common,Normal,English,Unspecified,,1
International,"Astral Radiance",131/189,131,Rufflet,Common,Normal,English,Unspecified,,1
International,"Astral Radiance",132/189,132,"Hisuian Braviary",Rare,Normal,English,Unspecified,,1
International,"Astral Radiance",139/189,139,"Dark Patch",Uncommon,Normal,English,Unspecified,,2
International,"Astral Radiance",142/189,142,"Gapejaw Bog",Uncommon,Normal,English,Unspecified,,2
International,"Astral Radiance",144/189,144,Grant,Uncommon,Normal,English,Unspecified,,1
International,"Astral Radiance",146/189,146,"Hisuian Heavy Ball",Uncommon,Normal,English,Unspecified,,2
International,"Astral Radiance",146/189,146,"Hisuian Heavy Ball",Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Astral Radiance",147/189,147,Irida,"Rare Holo","Normal Holo",English,Unspecified,,1
International,"Astral Radiance",147/189,147,Irida,"Rare Holo",Non-holo,English,Unspecified,,4
International,"Astral Radiance",150/189,150,Roxanne,Uncommon,Normal,English,Unspecified,,2
International,"Astral Radiance",153/189,153,"Sweet Honey",Uncommon,Normal,English,Unspecified,,1
International,"Astral Radiance",154/189,154,"Switch Cart",Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Astral Radiance",156/189,156,"Trekking Shoes",Uncommon,Normal,English,Unspecified,,4
International,"Astral Radiance",157/189,157,"Unidentified Fossil",Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Astral Radiance",158/189,158,"Wait and See Turbo",Uncommon,Normal,English,Unspecified,,1
International,"Astral Radiance",TG08/TG30,224,Kleavor,"Rare Holo","Normal Holo",English,Unspecified,,1
International,"2022 Energies",,1,"Grass Energy",,Non-holo,English,Unspecified,,1
International,"2022 Energies",,2,"Fire Energy",,Non-holo,English,Unspecified,,1
International,"2022 Energies",,2,"Fire Energy",,"Mirror Holo",English,Unspecified,,1
International,"2022 Energies",,3,"Water Energy",,Non-holo,English,Unspecified,,1
International,"2022 Energies",,4,"Lightning Energy",,Non-holo,English,Unspecified,,1
International,"2022 Energies",,5,"Psychic Energy",,Non-holo,English,Unspecified,,1
International,"2022 Energies",,6,"Fighting Energy",,Non-holo,English,Unspecified,,1
International,"2022 Energies",,7,"Darkness Energy",,Non-holo,English,Unspecified,,1
International,"2022 Energies",,8,"Metal Energy",,Non-holo,English,Unspecified,,1
International,"Brilliant Stars",001/172,1,Exeggcute,Common,Normal,English,Unspecified,,1
International,"Brilliant Stars",002/172,2,Exeggutor,Uncommon,Normal,English,Unspecified,,1
International,"Brilliant Stars",007/172,7,Grotle,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Brilliant Stars",010/172,10,Wormadam,Rare,Normal,English,Unspecified,,1
International,"Brilliant Stars",012/172,12,Cherubi,Common,Normal,English,Unspecified,,3
